,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,trafficSource.medium,device.isMobile,weekend_prop,hour,totals.hits.log,totals.pageviews.log,bounce_prop
246,Direct,Firefox,desktop,Windows,(none),0,0.0,16.5,1.6094379124341003,1.5040773967762742,0.25
247,Organic Search,Chrome,desktop,Windows,organic,0,0.0,16.5,2.4849066497880004,2.1972245773362196,0.0
248,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,2.0,4.394449154672439,4.127134385045092,0.0
249,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,20.0,1.791759469228055,1.791759469228055,0.3333333333333333
250,Direct,Chrome,desktop,Macintosh,(none),0,0.0,20.0,2.8622008809294686,2.740840023925201,0.0
251,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,14.0,3.2188758248682006,3.044522437723423,0.3333333333333333
252,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.0,2.0794415416798357,1.791759469228055,0.0
253,Organic Search,Internet Explorer,desktop,Windows,organic,0,0.0,18.0,2.5649493574615367,2.2512917986064953,0.0
254,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,1.0,2.3978952727983707,2.3513752571634776,0.0
255,Organic Search,Firefox,desktop,Macintosh,organic,0,0.0,18.0,1.6094379124341003,1.6094379124341003,0.0
256,Display,Chrome,desktop,Macintosh,cpm,0,0.0,17.0,1.3862943611198906,1.3862943611198906,0.0555555555555555
257,Referral,Chrome,desktop,Linux,referral,0,0.6666666666666666,21.0,2.1972245773362196,1.8718021769015913,0.0
258,Referral,Chrome,desktop,Macintosh,referral,0,0.0,12.5,3.258096538021482,2.970414465569701,0.0
259,Referral,Chrome,desktop,Macintosh,referral,0,0.1428571428571428,18.0,1.9459101490553132,1.9459101490553132,0.0
260,Direct,Chrome,desktop,Windows,(none),0,0.0,12.0,4.736198448394496,4.48863636973214,0.0
261,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,5.0,1.9459101490553132,1.6094379124341003,0.2
262,Referral,Chrome,desktop,Macintosh,referral,0,0.0,22.0,3.624340932976365,3.3141860046725258,0.0
263,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,18.0,4.31748811353631,3.9318256327243257,0.0
264,Referral,Chrome,desktop,Linux,referral,0,0.0,8.0,2.6026896854443837,2.4423470353692043,0.0
265,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,23.0,3.091042453358316,2.9444389791664403,0.0
266,Direct,Chrome,desktop,Windows,(none),0,0.0,15.0,2.772588722239781,2.70805020110221,0.0
267,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.258096538021482,3.044522437723423,0.0
268,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.772588722239781,2.5649493574615367,0.2
269,Referral,Chrome,desktop,Linux,referral,0,0.0,20.5,2.917770732084279,2.740840023925201,0.0
270,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,19.0,2.1972245773362196,2.0149030205422647,0.0
271,Direct,Chrome,desktop,Macintosh,(none),0,0.0,18.0,2.302585092994046,1.9459101490553132,0.0
272,Referral,Chrome,desktop,Macintosh,referral,0,0.0,22.0,3.871201010907891,3.58351893845611,0.0
273,Organic Search,Chrome,desktop,Windows,organic,0,0.0,16.5,1.0986122886681098,1.0986122886681098,0.0
274,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.5,1.8718021769015913,1.791759469228055,0.5
275,Referral,Chrome,desktop,Windows,referral,0,0.0,23.0,0.6931471805599453,0.6931471805599453,0.4
276,Organic Search,Chrome,desktop,Linux,organic,0,0.0,4.0,4.248495242049359,3.9512437185814275,0.0
277,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,3.4011973816621555,3.2188758248682006,0.0
278,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,18.0,2.1972245773362196,2.1972245773362196,0.3333333333333333
279,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,3.0,3.4965075614664802,3.2188758248682006,0.0
280,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,2.6390573296152584,2.6390573296152584,0.0
281,Organic Search,Chrome,desktop,Windows,organic,0,0.5,12.5,4.77912349311153,4.465908118654584,0.0
282,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.5,3.1135153092103742,2.833213344056216,0.25
283,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.0,18.0,0.6931471805599453,0.6931471805599453,0.4
284,Organic Search,Chrome,desktop,Windows,organic,0,0.0,22.0,2.772588722239781,2.70805020110221,0.0
285,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,17.0,1.9459101490553132,1.791759469228055,0.0
286,Organic Search,Chrome,desktop,Windows,organic,0,0.0,14.0,3.295836866004329,3.1780538303479458,0.0
287,Organic Search,Chrome,mobile,Android,organic,1,0.0,2.0,3.2188758248682006,2.833213344056216,0.0
288,Referral,Chrome,desktop,Macintosh,referral,0,0.0,11.5,2.833213344056216,2.4849066497880004,0.0
289,Organic Search,Chrome,desktop,Macintosh,organic,0,0.3333333333333333,7.0,1.0986122886681098,1.0986122886681098,0.0
290,Referral,Chrome,desktop,Linux,referral,0,0.0,18.0,3.8066624897703196,3.5115454388310208,0.0
291,Organic Search,Chrome,desktop,Chrome OS,cpc,0,0.0,21.5,3.7013019741124933,3.481240089335692,0.0
292,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.3978952727983707,2.0794415416798357,0.5
293,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.5,2.3978952727983707,2.2512917986064953,0.25
294,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.044522437723423,3.044522437723423,0.0
295,Organic Search,Chrome,desktop,Macintosh,organic,0,0.5,3.5,2.4849066497880004,2.3513752571634776,0.0
296,Referral,Chrome,desktop,Linux,referral,0,0.0,20.0,3.1354942159291497,2.833213344056216,0.0
297,Referral,Chrome,desktop,Macintosh,referral,0,0.6666666666666666,13.0,1.0986122886681098,1.0986122886681098,0.0
298,Referral,Chrome,desktop,Linux,referral,0,0.0,9.0,2.3513752571634776,2.2512917986064953,0.0
299,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,20.0,2.833213344056216,2.70805020110221,0.0
300,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,11.0,1.0986122886681098,1.0986122886681098,0.4
301,Direct,Chrome,desktop,Macintosh,(none),0,0.3333333333333333,20.0,1.6094379124341003,1.3862943611198906,0.3333333333333333
302,Referral,Chrome,desktop,Macintosh,referral,0,0.0,9.5,3.1570004211501135,2.8903717578961645,0.0
303,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.0794415416798357,1.9459101490553132,0.0
304,Direct,Chrome,desktop,Macintosh,(none),0,0.0,14.0,4.060443010546419,3.8066624897703196,0.0
305,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.5,1.791759469228055,1.7047480922384253,0.125
306,Direct,Chrome,desktop,Macintosh,(none),0,0.2,15.0,2.995732273553991,2.8903717578961645,0.0
307,Direct,Chrome,desktop,Windows,(none),0,0.0,15.0,2.995732273553991,2.772588722239781,0.0
308,Display,Chrome,desktop,Macintosh,cpm,0,0.0,13.0,2.4423470353692043,2.2512917986064953,0.0
309,Paid Search,Chrome,desktop,Windows,cpc,0,1.0,19.0,2.5649493574615367,2.5649493574615367,0.0
310,Organic Search,Safari,mobile,iOS,organic,1,0.0,16.0,2.6741486494265287,2.5649493574615367,0.25
311,Referral,Chrome,desktop,Macintosh,referral,0,1.0,12.0,3.2188758248682006,3.044522437723423,0.0
312,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,2.6026896854443837,2.2512917986064953,0.2272727272727272
313,Organic Search,Internet Explorer,desktop,Windows,organic,0,0.0,19.0,4.6443908991413725,4.330733340286331,0.0
314,Referral,Chrome,desktop,Linux,referral,0,0.5,9.0,3.044522437723423,2.8903717578961645,0.0
315,Referral,Chrome,desktop,Macintosh,referral,0,0.0,13.5,2.970414465569701,2.6741486494265287,0.0
316,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.0,1.6094379124341003,1.3862943611198906,0.1111111111111111
317,Referral,Chrome,desktop,Windows,referral,0,0.0,5.0,4.127134385045092,3.7612001156935624,0.0
318,Organic Search,Chrome,desktop,Windows,organic,0,0.0,4.0,3.4657359027997265,3.258096538021482,0.0
319,Direct,Chrome,desktop,Macintosh,(none),0,0.5,17.0,2.70805020110221,2.6390573296152584,0.0
320,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,3.828641396489095,3.6888794541139363,0.0
321,Direct,Chrome,desktop,Macintosh,(none),0,0.1666666666666666,4.5,1.791759469228055,1.5040773967762742,0.1666666666666666
322,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,21.0,3.1354942159291497,3.044522437723423,0.0
323,Direct,Firefox,desktop,Windows,(none),0,0.0,17.0,3.9318256327243257,3.6635616461296463,0.0
324,Display,Chrome,desktop,Macintosh,cpm,0,0.0,17.0,2.995732273553991,2.833213344056216,0.0
325,Paid Search,Chrome,desktop,Chrome OS,cpc,0,0.3333333333333333,15.0,2.1972245773362196,2.1972245773362196,0.0
326,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.5,3.8501476017100584,3.6506582412937387,0.0
327,Organic Search,Safari,mobile,iOS,organic,1,1.0,10.5,2.6390573296152584,2.3978952727983707,0.0
328,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,17.0,3.9889840465642745,3.713572066704308,0.0
329,Referral,Chrome,desktop,Macintosh,referral,0,1.0,3.5,3.7376696182833684,3.6635616461296463,0.0
330,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.1818181818181818,16.0,1.6094379124341003,1.6094379124341003,0.0909090909090909
331,Referral,Chrome,desktop,Macintosh,referral,0,0.2,17.0,2.4849066497880004,2.302585092994046,0.0
332,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,14.5,2.5649493574615367,2.2512917986064953,0.5
333,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.5,2.8903717578961645,2.6026896854443837,0.0
334,Direct,Chrome,mobile,Android,(none),1,0.0,6.5,2.740840023925201,2.6741486494265287,0.5
335,Referral,Chrome,desktop,Windows,referral,0,0.0,19.0,3.8394523125933104,3.56953269648137,0.0
336,Referral,Chrome,desktop,Windows,referral,0,0.0,22.5,3.2188758248682006,2.9444389791664403,0.0
337,Direct,Safari (in-app),mobile,iOS,(none),1,1.0,14.0,1.8718021769015913,1.8718021769015913,0.0
338,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.1135153092103742,2.917770732084279,0.0
339,Organic Search,Safari,tablet,iOS,organic,1,0.6666666666666666,11.0,1.0986122886681098,1.0986122886681098,0.1111111111111111
340,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.70805020110221,2.70805020110221,0.2
341,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,18.0,1.3862943611198906,1.3862943611198906,0.0
342,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,1.5,3.258096538021482,2.970414465569701,0.0
343,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.7612001156935624,3.417726683613366,0.0
344,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,20.0,3.4011973816621555,3.2188758248682006,0.0
345,Organic Search,Chrome,mobile,iOS,organic,1,1.0,6.0,3.4657359027997265,3.295836866004329,0.0
346,Paid Search,Chrome,mobile,Android,cpc,1,0.0,20.0,3.332204510175204,3.1780538303479458,0.0
347,Referral,Chrome,desktop,Linux,referral,0,0.0,18.5,1.6094379124341003,1.252762968495368,0.3333333333333333
348,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,4.0,4.1588830833596715,3.828641396489095,0.0
349,Organic Search,Chrome,desktop,Windows,organic,0,0.0,22.0,2.0794415416798357,1.791759469228055,0.4
350,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.1780538303479458,3.091042453358316,0.0
351,Referral,Chrome,desktop,Macintosh,referral,0,0.0,8.0,2.0149030205422647,1.791759469228055,0.5
352,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,18.0,3.091042453358316,2.772588722239781,0.0
353,Organic Search,Chrome,desktop,Windows,organic,0,0.3333333333333333,15.0,2.4849066497880004,2.302585092994046,0.0
354,Direct,Chrome,desktop,Macintosh,(none),0,0.0,18.0,2.833213344056216,2.772588722239781,0.0
355,Direct,Chrome,desktop,Macintosh,(none),0,0.0,2.5,4.07753744390572,3.7495040759303713,0.0
356,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,2.995732273553991,2.772588722239781,0.0
357,Organic Search,Chrome,mobile,Android,organic,1,0.0,16.0,1.791759469228055,1.6094379124341003,0.3333333333333333
358,Paid Search,Chrome,desktop,Chrome OS,cpc,0,0.0,4.0,4.727387818712341,4.430816798843313,0.0
359,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.0,1.0986122886681098,1.0986122886681098,0.4444444444444444
360,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,19.0,3.4011973816621555,3.1780538303479458,0.0
361,Organic Search,Firefox,desktop,Windows,organic,0,0.0,2.5,3.1570004211501135,2.917770732084279,0.5
362,Organic Search,Chrome,desktop,Windows,organic,0,0.0,22.5,3.3843902633457743,2.970414465569701,0.0
363,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,18.0,1.791759469228055,1.791759469228055,0.3333333333333333
364,Referral,Chrome,desktop,Linux,referral,0,0.0,15.0,3.4965075614664802,3.044522437723423,0.0
365,Paid Search,Chrome,desktop,Macintosh,cpc,0,1.0,6.0,3.7612001156935624,3.295836866004329,0.0
366,Direct,Chrome,desktop,Macintosh,(none),0,0.0,23.0,2.70805020110221,2.6390573296152584,0.0
367,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,16.0,2.70805020110221,2.4849066497880004,0.0
368,Display,Chrome,desktop,Linux,cpm,0,0.0,18.5,3.044522437723423,2.833213344056216,0.0
369,Referral,Chrome,desktop,Macintosh,referral,0,0.0,1.0,2.3978952727983707,1.9459101490553132,0.0
370,Referral,Chrome,desktop,Macintosh,referral,0,0.0,4.0,2.8903717578961645,2.772588722239781,0.0
371,Direct,Chrome,desktop,Chrome OS,(none),0,0.1428571428571428,17.0,0.0,0.0,0.8571428571428571
372,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,11.0,3.6109179126442243,3.4965075614664802,0.0
373,Referral,Chrome,desktop,Macintosh,referral,0,0.0,3.0,3.295836866004329,2.995732273553991,0.0
374,Referral,Chrome,desktop,Macintosh,referral,0,0.125,15.0,1.3862943611198906,1.3862943611198906,0.0
375,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,1.6094379124341003,1.6094379124341003,0.2142857142857142
376,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.5,3.091042453358316,2.8622008809294686,0.0
377,Referral,Chrome,desktop,Macintosh,referral,0,0.2,21.0,1.3862943611198906,1.3862943611198906,0.2
378,Social,Chrome,desktop,Macintosh,referral,0,0.0,12.0,0.0,0.0,0.6666666666666666
379,Referral,Chrome,desktop,Macintosh,referral,0,0.0,22.0,2.833213344056216,2.3978952727983707,0.0
380,Organic Search,Chrome,mobile,iOS,organic,1,0.0,14.0,2.1400661634962708,1.9459101490553132,0.0
381,Organic Search,Safari,desktop,Macintosh,organic,0,0.6666666666666666,20.0,1.6094379124341003,1.3862943611198906,0.3333333333333333
382,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.6888794541139363,3.58351893845611,0.0
383,Paid Search,Chrome,desktop,Chrome OS,cpc,0,0.0,20.0,3.4011973816621555,3.091042453358316,0.0
384,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,22.0,3.091042453358316,2.70805020110221,0.0
385,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,11.0,3.676300671907076,3.367295829986474,0.0
386,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.5,2.8622008809294686,2.5257286443082556,0.0
387,Organic Search,Safari,mobile,iOS,organic,1,0.0,10.5,2.3513752571634776,2.1972245773362196,0.5
388,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.5,2.740840023925201,2.4423470353692043,0.0
389,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,2.9444389791664403,2.833213344056216,0.0
390,Direct,Chrome,desktop,Windows,(none),0,0.0,0.0,3.367295829986474,3.1780538303479458,0.0
391,Referral,Chrome,desktop,Chrome OS,referral,0,0.6666666666666666,17.0,3.044522437723423,2.833213344056216,0.0
392,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.0,3.9889840465642745,3.828641396489095,0.0
393,Referral,Chrome,desktop,Macintosh,referral,0,0.5,21.0,2.5649493574615367,2.3978952727983707,0.0
394,Direct,Chrome,desktop,Windows,(none),0,0.0,15.0,3.4965075614664802,3.367295829986474,0.0
395,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,12.0,2.995732273553991,2.8903717578961645,0.0
396,Organic Search,Chrome,desktop,Windows,organic,0,0.0,17.5,3.349904087274605,3.1570004211501135,0.0
397,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,1.0,3.58351893845611,3.367295829986474,0.0
398,Organic Search,Safari,mobile,iOS,organic,1,0.0,0.0,1.0986122886681098,1.0986122886681098,0.3333333333333333
399,Direct,Chrome,desktop,Macintosh,(none),0,0.3333333333333333,18.0,3.091042453358316,2.9444389791664403,0.0
400,Organic Search,Chrome,desktop,Macintosh,organic,0,0.2727272727272727,17.0,2.302585092994046,2.302585092994046,0.0909090909090909
401,Organic Search,Chrome,desktop,Linux,organic,0,0.0,11.5,4.07753744390572,3.7013019741124933,0.0
402,Referral,Chrome,desktop,Linux,referral,0,0.0,1.0,3.258096538021482,3.1354942159291497,0.0
403,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,13.0,3.332204510175204,3.2188758248682006,0.0
404,Direct,Chrome,desktop,Macintosh,(none),0,1.0,20.0,2.6390573296152584,2.6390573296152584,0.0
405,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,3.5553480614894135,3.4011973816621555,0.0
406,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.5,2.302585092994046,2.0149030205422647,0.0
407,Organic Search,Internet Explorer,desktop,Windows,organic,0,0.0,15.0,2.4849066497880004,2.1972245773362196,0.0
408,Organic Search,Chrome,desktop,Windows,organic,0,0.0,5.0,3.1780538303479458,2.833213344056216,0.0
409,Referral,Chrome,desktop,Macintosh,referral,0,0.75,18.5,2.302585092994046,1.9459101490553132,0.25
410,Organic Search,Chrome,desktop,Windows,organic,0,0.2222222222222222,16.0,2.4849066497880004,2.302585092994046,0.1111111111111111
411,Organic Search,Chrome,desktop,Macintosh,organic,0,0.5,12.5,3.784189633918261,3.4339872044851463,0.5
412,Direct,Internet Explorer,desktop,Windows,(none),0,0.0,15.0,1.9459101490553132,1.9459101490553132,0.0
413,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.5,1.6094379124341003,1.6094379124341003,0.25
414,Referral,Chrome,desktop,Linux,referral,0,0.0,17.5,3.258096538021482,3.044522437723423,0.0
415,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.6390573296152584,2.4849066497880004,0.0
416,Organic Search,Chrome,desktop,Windows,organic,0,0.0,8.5,2.70805020110221,2.5257286443082556,0.0
417,Direct,Chrome,desktop,Macintosh,(none),0,0.2,18.0,2.6390573296152584,2.302585092994046,0.2
418,Direct,Chrome,mobile,Android,(none),1,0.5384615384615384,13.0,1.3862943611198906,1.0986122886681098,0.0769230769230769
419,Referral,Chrome,desktop,Macintosh,referral,0,0.4285714285714285,16.0,1.6094379124341003,1.6094379124341003,0.1428571428571428
420,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,3.8066624897703196,3.58351893845611,0.0
421,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,0.6931471805599453,0.6931471805599453,0.2
422,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.5,2.9444389791664403,2.6390573296152584,0.5
423,Direct,Chrome,desktop,Linux,(none),0,0.0,17.0,2.3513752571634776,2.0149030205422647,0.5
424,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,2.0794415416798357,1.9459101490553132,0.0
425,Organic Search,Chrome,mobile,Android,organic,1,0.0,22.0,2.5649493574615367,2.4849066497880004,0.2
426,Organic Search,Safari,mobile,iOS,organic,1,1.0,18.0,3.5263605246161616,3.4339872044851463,0.0
427,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.0,23.0,2.8622008809294686,2.740840023925201,0.0
428,Organic Search,Chrome,desktop,Windows,organic,0,0.1428571428571428,17.0,0.6931471805599453,0.6931471805599453,0.0
429,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,21.0,3.5553480614894135,3.295836866004329,0.0
430,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,3.0,1.791759469228055,1.6094379124341003,0.1428571428571428
431,Organic Search,Chrome,desktop,Windows,organic,0,0.0,14.0,3.367295829986474,3.1354942159291497,0.0
432,Organic Search,Safari,tablet,iOS,cpc,1,0.0,11.5,2.3978952727983707,2.2512917986064953,0.25
433,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,18.0,3.091042453358316,2.772588722239781,0.0
434,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,1.0986122886681098,1.0986122886681098,0.1666666666666666
435,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,5.0,3.4339872044851463,3.2188758248682006,0.0
436,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,2.2512917986064953,2.2512917986064953,0.0
437,Direct,Chrome,desktop,Chrome OS,(none),0,0.25,13.5,2.917770732084279,2.6741486494265287,0.0
438,Organic Search,Amazon Silk,tablet,Android,organic,1,0.0,11.0,3.1986731175506815,3.091042453358316,0.0
439,Direct,Opera,desktop,Windows,(none),0,0.0,19.0,2.8903717578961645,2.6390573296152584,0.0
440,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,15.0,3.58351893845611,3.4339872044851463,0.0
441,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,3.5,2.2512917986064953,2.1400661634962708,0.0
442,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,14.0,1.3862943611198906,1.3862943611198906,0.0
